id,size,content,binary,copies
d5b1049fdaa182fa5f47e6f9c45bd46a478118eb,1570,"{""version"":3,""sources"":[""angular-locale_az-cyrl-az.js""],""names"":[""angular"",""module"",""$provide"",""PLURAL_CATEGORY"",""ZERO"",""ONE"",""TWO"",""FEW"",""MANY"",""OTHER"",""value"",""DATETIME_FORMATS"",""AMPMS"",""DAY"",""ERANAMES"",""ERAS"",""FIRSTDAYOFWEEK"",""MONTH"",""SHORTDAY"",""SHORTMONTH"",""STANDALONEMONTH"",""WEEKENDRANGE"",""fullDate"",""longDate"",""medium"",""mediumDate"",""mediumTime"",""short"",""shortDate"",""shortTime"",""NUMBER_FORMATS"",""CURRENCY_SYM"",""DECIMAL_SEP"",""GROUP_SEP"",""PATTERNS"",""gSize"",""lgSize"",""maxFrac"",""minFrac"",""minInt"",""negPre"",""negSuf"",""posPre"",""posSuf"",""id"",""localeID"",""pluralCat"",""n"",""opt_precision""],""mappings"":""AAAA,YACAA,SAAQC,OAAO,eAAiB,WAAY,SAASC,GACrD,GAAIC,IAAmBC,KAAM,OAAQC,IAAK,MAAOC,IAAK,MAAOC,IAAK,MAAOC,KAAM,OAAQC,MAAO,QAC9FP,GAASQ,MAAM,WACbC,kBACEC,OACE,KACA,MAEFC,KACE,QACA,eACA,kBACA,WACA,cACA,OACA,SAEFC,UACE,MACA,MAEFC,MACE,MACA,MAEFC,eAAkB,EAClBC,OACE,SACA,SACA,OACA,QACA,MACA,OACA,OACA,SACA,WACA,UACA,SACA,UAEFC,UACE,QACA,eACA,kBACA,WACA,cACA,OACA,SAEFC,YACE,SACA,SACA,OACA,QACA,MACA,OACA,OACA,SACA,WACA,UACA,SACA,UAEFC,iBACE,SACA,SACA,OACA,QACA,MACA,OACA,OACA,SACA,WACA,UACA,SACA,UAEFC,cACE,EACA,GAEFC,SAAY,mBACZC,SAAY,YACZC,OAAU,oBACVC,WAAc,WACdC,WAAc,WACdC,MAAS,iBACTC,UAAa,WACbC,UAAa,SAEfC,gBACEC,aAAgB,OAChBC,YAAe,IACfC,UAAa,IACbC,WAEIC,MAAS,EACTC,OAAU,EACVC,QAAW,EACXC,QAAW,EACXC,OAAU,EACVC,OAAU,IACVC,OAAU,GACVC,OAAU,GACVC,OAAU,KAGVR,MAAS,EACTC,OAAU,EACVC,QAAW,EACXC,QAAW,EACXC,OAAU,EACVC,OAAU,MACVC,OAAU,GACVC,OAAU,KACVC,OAAU,MAIhBC,GAAM,aACNC,SAAY,aACZC,UAAa,SAASC,EAAGC,GAAkB,MAAS,IAALD,EAAoB5C,EAAgBE,IAAgBF,EAAgBM"",""file"":""angular-locale_az-cyrl-az.min.js""}",FALSE,256
896830f9ea31efd6b0d4b2a1955f11c27d199bbd,18616,,TRUE,1
bf1e2a8490344601c878b9ecc2bf567229cb6459,15580,,TRUE,1
e5976431eba91aa733b88ef0ca7599572a4cadbc,3328,,TRUE,1
311532e41682cab22722dc51d91d9d86e71593bc,8970,,TRUE,1
0f9f37090068023bce70395f5c31e9915c7c3c42,1060956,,TRUE,1
9c78cf443f6f6c6fc4370d3c29edaf4812d375b7,11208,,TRUE,1
54f06fa18833e05a2b52bdfc81d1fc190d2c0e69,861,,TRUE,1
fbf679e412e05e886f0b84a2dafae1eaf05d7656,875,,TRUE,1
74bc061ff301a4296b66771b1cc43c1b578a44cd,107097,,TRUE,1
d665767b64cd5374428959fed224d33a7d8f12b5,19641,,TRUE,1
250d48293d0d0f4375ff8a80ea81bd811ddfb0a0,60649,,TRUE,1
3adb91f3bf939ef0f8daaaa5d4eea46ae5cf8699,22023,,TRUE,1
3297f9baafaee0fc2ea552a08ea1920c70b6f39e,276001,,TRUE,1
1b0109a99b2d85f439899ab969277432f1365c6c,47098,,TRUE,1
6883ab07c60fb0dbae5cd80ad8cfe08da1df468b,144387,,TRUE,1
80ac4c5dfc63613c2185d1724577a895bc23c0d7,393587,,TRUE,1
24f9390bf1ca7ca419768527f6676e8b529c2fdb,22276,,TRUE,1
4ea2215120473746d0f5bc64ce8816980a9a936c,1122,,TRUE,1
c0e873633cd8afa52c4947280992da64e94e19f6,31732,,TRUE,1
1112604d02fc5fd2cee437e50ce82ee8955bf613,16896,,TRUE,1
5b30171d2d697aef2f43e12f8ab66c0e5d0e5524,6910,,TRUE,1
b1f16a7a229d224ba9a67184106065a796171883,1861,,TRUE,1
6779dcd2b3cc1a8f8936e1e3dd9f9588546780bd,1074,,TRUE,1
00b335bf8f1fbdba8b56e7fae27ee2c3cbd3cbbe,100815,,TRUE,1
7e631b505c7f41100e4239865e9e6f234711fdb6,5643,,TRUE,1
e2b20336855ed664a2df526eb928557ca6c0ad7e,12764,,TRUE,1
0d7647b71aa4d035664d6c3409b9b159ac5e9dd2,1041208,,TRUE,1
5462709a86bd7425d0168c800982f55be38b8835,18114,,TRUE,1
be14ff25f71ce703b59cef02755ddb7da7f0870a,33431,,TRUE,1
58d624a832c2afbe32cbeaf2a19d7c2d411a667d,8678,,TRUE,1
b6f21f1aeb1c363fc667732941979d6a2f73cd7e,8754,,TRUE,1
938ba5b5c1c9ae9b032715d7cb7eb5a4698ad989,976,,TRUE,1
bd744215bb8b941372c2468fed301a2194fa2ae5,1028,,TRUE,1
bcb3433d33c27461267c1d756bbbe1cd75e8860c,6352,,TRUE,1
0fa49cff3f757eb4e5bad002bbe669865dfd80c4,18204,,TRUE,1
5278273822720ee963c6aeba7855e545d9fedfd1,70656,,TRUE,1
961b9b26ee33157502968bd4cdb81970bb76c3f6,1312,,TRUE,1
508d3f31489d607faebd4ebe0601a3d88cbd18b8,367,,TRUE,1
f6a21d0ec9979cde8fda0dbfe451f4fa7bbd34ff,19528,,TRUE,1
c7ba9c999656fb6cb80f40afc7c898507c896cd8,1191538,,FALSE,1
469fd100c6b1551c037362169ffd58bfb84b234b,84524,,TRUE,1
4eaee6edc6bc56e1f83ca7d45aacdf599096c727,8265728,,TRUE,1
c5c6bf408e5c8c42a4c681966ac85e28647c54b0,152931,,TRUE,1
baa18e45fc2bdb3bd3f1549b526d7f559c8bf7fa,2880000,,TRUE,1
bc8225f930077a3f1e27ae0f255d82a4f56f5453,1620171,,FALSE,1
209b38c9e3a3322ceed1db88648d847e053bb250,1165,,TRUE,1
a9fed5a560e50972a1d05f1b4b1b5d671f49fb6a,4043,,TRUE,1
50ebc8aa5f1a5c72a87260009d3c9c2ada8f8818,310834,,TRUE,1
3f8e00aaea93515c6c94436be7673e502a327f70,4813,,TRUE,1
2db37c462cbfd0e51b62d276dcdd5ba487d3f52b,2871217,,TRUE,1
490764bd2e5c2f580824d21519ba411b769360c2,159159,,TRUE,1
9d8c63dd232dc5c5307a8f137d0617fb95abe15c,23643,,TRUE,1
1600b0e3efdb7d7526afc3c4283fdaf01e2db92c,4579,,TRUE,1
4adbe6f05843922a82b5c5f9417ac6947853171c,1097,,TRUE,1
74f674e9955fd1bf1a6b7cdbcaff2bd72c05f2ab,1756,,TRUE,1
0403d66ebcc6aa68da68929e3c02d78dd67ffd84,14737,,TRUE,1
411704fab26c797300d25a484c842796a0f8d68b,831,,TRUE,1
08f207939952ea68c4707a6287861775c0ff46a9,14340,,TRUE,1
68019d4a2c455ad3f8b7cfd4e03127c59d79c8ac,4025,,TRUE,1
b543a802c350f9886b3f76a53f4b9532767b0e6a,8960,,TRUE,1
07a0855bd9e7eef4e91822203ef1074d4c032784,3995,,TRUE,1
99cd6b7b7e7c2d4b02c35063ac5525d9095b8217,3126,,TRUE,1
ceb5c53aacc203c77591637f440e2fc33ca24785,2564,,TRUE,1
45a5f356793673424ecebd10b45eb41198b2110d,36216,,TRUE,1
7c1d223929d23ae771a980bd2dfa63cfd76d0317,156,,TRUE,1
23ece08b002b8cb964c3420ab182bc950ab1b766,3522,,TRUE,1
f40b836849c237dfc7f2b214228400b07143a773,1423085,,FALSE,1
52004ac078efd7297e2d0a77e75e4e79c220cc06,326,,TRUE,1
e4ca6d8c4fd0314db6eb4eb62f1ccb6ff91ee3c0,117200,,TRUE,1
73029bfbfe597a1a9ed96869923ed56b6ea25b1a,590,,TRUE,1
c6ea6503cbfbe530e73270c9fa1fa42447fc4cb2,4100,,TRUE,1
6b88022ecb5fd6b4afa047ebaefc26ff8120e054,481,,TRUE,1
fd4f0c61b7107ec607119ae12b9e178c1b590458,5416,,TRUE,1
4f654830d8b56a36800493ecf7e9ca137bc04be8,16187,,TRUE,1
e977d4b51b4470547f870f52f5141f6716dccd81,27857,,TRUE,1
50dc8c5e8eaa7198c9925b2df50a6e1233b5d62c,712,,TRUE,1
86137d2188b9d7a5e42e6306d557cf8b1ebb3cd9,72508,,TRUE,1
a6ac30f84db944921d1744938614c318cd67067c,1713,,TRUE,1
f8cf6114c650432ca06baeee648f8cca4eebc5a2,96836,,TRUE,1
cb4c7d1200f4dbd4def985038598c839e0cb5a42,2961,,TRUE,1
9193b96991c5c9f04b67c783b6262ed116facaa2,3962,,TRUE,1
b5c62ba44df320555c6bcd855e65fa9cf6ed75bb,192022,,TRUE,1
ce854eb42e530370ca8f1a8fa20c909c0a81b47b,16399,,TRUE,1
c0f1ff233c72534c1f16fe366d0774c4267217b6,118837,,TRUE,1
19e60fff41476cd72fb791a23dde6acc5cce90de,65633,,TRUE,1
baf6d9684a7c27a90dedf71679c0ca4c0ef9d3fb,2045,,TRUE,1
45ae892a97f9bd8d63e396b00c9c1ddd19f11c4f,31822,,TRUE,1
493ec11378b32be175c9a7b49ef11eb4d03094b2,6225,,TRUE,1
d9e363abf4f333e67f30cb5e9bd3bf7bbcdcdf15,188826,,TRUE,1
707b87bdf94448bceb3fe85c78db69c72dec16bf,1305,,TRUE,1
aeabdcc6aa1a149ea55e11d9ded4dff273f05ed8,25485,,TRUE,1
044b39f145e1905699e099f2b976a9337fa9a396,797,,TRUE,1
a112b0a1cb54170c6d3641fdef4a2b14b795722c,25132,,TRUE,1
d87e505e94908377da723fdf4cd56ae56d92ba75,39612,,TRUE,1
ecce55007f2c579b867834198d709f2b5af53dee,71036,,TRUE,1
12003f73a8c36a98634a312e49995e9179398ea6,9258,,TRUE,1
8e1d2a66151949891c1553e5cab415efce266556,5957,,TRUE,1
9f6fdf9c273fe84b905faf31b62f5a68dc371bf9,1257807,,TRUE,1
0096d748539395b50d16ce7d2f7cb2f6c6e5cc37,7132,,TRUE,1
c3c93a2a6161e7fb4a8936ec2db46a16aa66e949,80852,,TRUE,1
d7a7c9cf86489e049433e3a05fa20312c67e0c0c,8112,,TRUE,1
66af322138b801c70679cb05016fb0a2a5ad73b1,9960,,TRUE,1
d620a2b40b4dd0a58ef15922fa4fe3e951a5cb18,231,,TRUE,1
236dc9a977397ea2c9b0c162df95a028d655e273,256,,TRUE,1
047c40b0875720dbda5fea00ab0d54762024d4a3,8096,,TRUE,1
c5baf9e7b0c7a08d2e06e29d3d7af307ff577f5f,55654,,TRUE,1
bacaa98adc62cf35fb9da4745d06b8967c5ab997,1602,,TRUE,1
1970e382a72bd18a3576b0a4dee95a7d1fb1475a,9499,,TRUE,1
2e093b928d920160165c07dee759c185f313697e,9560,,TRUE,1
2ae4d16532877ef1741be70223edc3668b640248,7422,,TRUE,1
303fe321893b23166b5fdea738a597d39846a166,2188,,TRUE,1
341c6ce4126a0010022e1bc8b99ef7806fd84d03,1460,,TRUE,1
84cdb3ac6ce5c7e1080db98abbd9ffc321ba1aad,3584,,TRUE,1
f5912ba5e863b4e7c1543ade566cc67ede355ded,2384,,TRUE,1
48d5a2ede32c64eb0cad659ebe9c3067455bdfe2,7382,,TRUE,1
876ce8c630967b0a08e724d1b1eaa7f29116e3cd,306,,TRUE,1
6dec905fd886018956a80eb3e8d1f21ec4b490b0,7953,,TRUE,1
796b460cf7c796c8403c70c1c0c4d2a110518436,1298,,TRUE,1
da629a927bb55530dc6565e885ddb3f10691fe34,2865950,,FALSE,1
23f4a5e15cdadcb02c4eba4a107ea8beaaf28b36,701,,TRUE,1
312b52dbf6ae884b90282490f22dc088b8132620,21482,,TRUE,1
6995e6b627516a92331bc5f81fb0e3d3f89664e0,152,,TRUE,1
e0bcb2068f6a0651f815d597498d9c8ee6ad8732,1931,,TRUE,1
af7ddef118eb8b12af309a8f13612366fd259e6e,33302,,TRUE,1
91dd0444b78b9606e7e676407c5cb408104b97b9,11727,,TRUE,1
653a8b4f35e887871b416aee2a4e5d1068832eb0,1464,,TRUE,1
5d2ac89cc68829290246b028f8ad91d875fe15a7,196,,TRUE,1
a535ced5f0c3136cdab22f9e2535f1a76f942ace,72701,,TRUE,1
8a1544645c88fb34f36933fa002a1a0813b54594,20685,,TRUE,1
5dff891a7af6358414b370abf8442b3b05605102,25671,,TRUE,1
9ec1f288f6c96f3fc9b3b9a597432be91e4419d8,12596,,TRUE,1
8f32ad59e267bf6d96f675474f82c50bd05336c5,663,,TRUE,1
28d6f47614afc84a14fe37a428e830fe826ddc8f,9300,,TRUE,1
a8acad2a426db8646f2ff3d95a8ca8abd6d44157,20650,,TRUE,1
90ce85609611699e892089c5477f72697e793005,505,,TRUE,1
0bfe9020d49549109513afd3b28346d3ebe0c547,1964,,TRUE,1
ae010b6e0b66323ce755ec257c7fb8804efc343f,546,,TRUE,1
c6e495a02b9c0bd47cbb27bc204d17b9304ef9d4,4278,,TRUE,1
a2764d92144b11ad9d23c97f86e5d1f75cd3d507,77824,,TRUE,1
6c4664df84879cc62da2d97c532fd57e171b75da,529,,TRUE,1
942567c8228eab987d2367693672a42d792b8e30,2779,,TRUE,1
aac1f1c421bb2054fda4c4f36ff8f2c7cbc9e1b2,4249,,TRUE,1
ed246093f72bc43c4cda6488502c2aec9b827a76,32144,,TRUE,1
9315299b17b33791c744425feea7a3888ef2cfcc,247,,TRUE,1
32143918cf3affe3e632909ec8f4be1cc5cfc3ce,1726,,TRUE,1
3661a78d6269adc9681e186d1b857eba28a4011c,36100,,TRUE,1
b6635d73522113ee7c3f09539f1a3fb71c50351f,418712,,TRUE,1
eefb8b28c912d69d9540704cdc6af0434bd13a68,164,,TRUE,1
d0739ae9cd56b17d2841c86122fa984879020366,123864,,TRUE,1
8ae0051d6be4f713e1e8bc69e35efa9b4bf4cb39,55123,,TRUE,1
5b3269bb2b646f6f73a439f99622cb774fe8a817,684,,TRUE,1
4374ea64c0e006560e26f5052d7ec04ffe991843,110649,,TRUE,1
2d710db4f742f05e0ad8f76e6a59f0ccd82bd608,2244,,TRUE,1
efb4824bab3488ddd76b85323e517030f6829f43,44565,,TRUE,1
e6df18accd1922ba67993fe92408394bdb01c77c,2587958,,TRUE,1
8d82c035acdaa375fd8588b3f4a513a0b121b36b,3952,,TRUE,1
0de3cda3d18fc125f25920188bb3adb3c867b483,414864,,TRUE,1
42eebaa796c94cd8c85444e984f56e6dbe725dbd,1177,,TRUE,1
c9774d71b9af18c9238694c5e79424bd73ace879,3127,,TRUE,1
b191633d0ab4694750a4ea5dc7cc3e5d5484b815,5644,,TRUE,1
cf46b87d2e14298d83698c39f67a523c98f6c2e9,37532,,TRUE,1
18f09cf1b6874aa1fa871c7196aa2e04b89fbea3,646,,TRUE,1
fefad66b69207fc8bf1abf0a189653d5d200c2c6,25484,,TRUE,1
c428bf1c74d2d1381448c54cb73ce20bcc501d0e,3713,,TRUE,1
0e833e86066b8ac17769a345651eef912212a082,6466,,TRUE,1
25f4413d91ae42073f5dd5194587a77b4acdf86d,1116,,TRUE,1
53d95b593dff7e5a4d2622edbe1e29474bf67ed3,2578,,TRUE,1
1a8918fd491377355f9cc0fde4b51a67831529a4,2568,,TRUE,1
6d97590baf2fb1c29981c20d1a4f37e6469e4fcb,2086066,,FALSE,1
e6cbf76ab95026f58a6cdf3e6d77c37f00a4728c,93060,,TRUE,1
4d27f8382af02fe2b0e3da15834312e87484978d,170578,,TRUE,1
fb2cc93be53125ab49525a692ad75e911a381d62,64026,,TRUE,1
91a696edfafa6d8d822e24020f2c8787819be4a5,6655,,TRUE,1
11b5e2d7e27897cb3baf52c741726598205bad65,618,,TRUE,1
e44b2725ecfb0a0e7a46b7efb79b96ab6ce8ad95,638,,TRUE,1
0f6450cb62854569ca087302e263dd0dafe250be,5437,,TRUE,1
dd2768362aee6e7bb20c709de19915ed63867f27,16935,,TRUE,1
83736198d8055a8d74da305dadb45738db01d42a,1697323,,TRUE,1
edaa307e53b21565786688aa030b53fff2ba9049,15872,,TRUE,1
1185a74289fea1a24c176f7a7ba9c7109acd1de2,12401,,TRUE,1
211d9038293f0c088dbe52ee0461b835dd8b084c,1367,,TRUE,1
111367b3c636680a6fc155a55509c2d6778c403a,24144,,TRUE,1
30767acca9316ee0dfdcc2cb75546e01d55436d4,1790864,,TRUE,1
bb3dcc149ccc621da2042a3b9272bf9b777256e7,532,,TRUE,1
7e04cd54a445b95f6c5c01f355787024af829bcc,428,,TRUE,1
6b3dc78c8b459bc6e694b835ca2e60ef371f9d6d,28586,,TRUE,1
4a4ef6d9b5374b1ad1aea4e6f70b012cdd92c4fc,47715,,TRUE,1
2ea068462a542609affd046ecbd0a242a8d5a970,449,,TRUE,1
987f92d6f52a8e6874cd3dd9fa6fe6816f21652a,4206,,TRUE,1
973fd26f6ac0b23883165a9d023b09bd30c9bd3e,692503,,TRUE,1
8a4ad4ad6520662378c854929d42eaf8b98085d8,14589,,TRUE,1
906ea92e276ad884bce1bf248a910a807ea0c793,9921,,TRUE,1
a95bc74e34cd3b765d24dabf0c449b9d040833ae,169889,,TRUE,1
9980cd1d959b3751c0034bf16037a2d3d173dcd2,10205,,TRUE,1
62d9ffd9f91cb911496bf09c2b1b7296218d58e8,7132,,TRUE,1
10e37970b3787f67648799c23c6e5971bfd4c582,24740,,TRUE,1
d0a578dcd2c1d3b5dff60eff5c6e7973380647fa,10789,,TRUE,1
93e295ded503509a8a3d635140f8d6db2ff00456,476,,TRUE,1
342f5c303b9852340d7725a5f289798704ee1208,33317,,TRUE,1
a409de359f4ac02a367c37edaae967ce007a1488,1501,,TRUE,1
ee73fa827a38eef12ceb519f4ca097176f8c1b52,238620,,TRUE,1
2d869afae10483a1703a3f6ceb051783c87d7fe7,837822,,TRUE,1
f349c7b78a50278636812ea33b6ec4eaff9270aa,359,,TRUE,1
b41d4d55e898dbb7fed22c18c62d54cd51f40803,11238,,TRUE,1
a7718e782c79adb78fa7da4e3de35c2d6a464443,37823,,TRUE,1
0f1b005b36353698614e4a6412a09196e132402e,2586,,TRUE,1
c273d9a2a3611a6f129b7d442b4605019944fab9,5578,,TRUE,1
6423ce4fe0d6ffb081ef0aa140fed7a884cec4ab,67694,,TRUE,1
e639935a631c17d7d054e53d16246c6458017b43,143936,,TRUE,1
041d2eb573814f37e119f73623e01a45bb2b8c98,1103044,,FALSE,1
081c22242af070f5243cdad9711bd99253db9989,360,,TRUE,1
a3a663dd238445a29fa0d4a660c8d0c84cd81469,60531,,TRUE,1
7fe01572921e86b3c5991f33442f79678dc543ac,14255,,TRUE,1
3af424471977330defaae32485943005a1927ff8,10685,,TRUE,1
ae002406181e085f37bc1b15be57a14101c35648,4300,,TRUE,1
e8aa5b2ec77fc855563f159585d8f50969e5c8e8,69226,,TRUE,1
9652a0c1ce88ee350bba69fb922f41af291afcc2,1622,,TRUE,1
853a2e872b6136e63683d5bad710dad0f159bfe4,7068,,TRUE,1
dc593480cbfc4aa4d8e81c866b43096fe3af62d3,5317,,TRUE,1
cf4244287c821f4dff80f518ef088b9d9c40f9e6,1032,,TRUE,1
af34d9e9024f98f4e6d655dbd73e01a93358c7ad,12046,,TRUE,1
65c49c7920ee9581db53b98aa348da13fa129bde,11256,,TRUE,1
970ece8d8b65f7e6fccc3dde8b40fef7f74a9054,1323,,TRUE,1
ae2236db68e1426a1c1dae7f253f77424551259f,3739,,TRUE,1
0ed6534327b2d3c30f6f56ce96dbcce6b714f065,2132,,TRUE,1
2cfd4a642e9a8c2006c0312046e281a0e7fdfe0f,17592,,TRUE,1
f9f024ea49aa81464c4e5a34873fd9bc9d09ef30,310,,TRUE,1
5d26c43bfc99859080b2f5f83928a6dcf96ed797,166693,,TRUE,1
8ae1e35e3444c0e0c0b52608f55de6bdd1d6131d,17599,,TRUE,1
b22b991fc1cc4caf85895e75b73a5364155d794a,272079,,TRUE,1
00393ba2d3b87f14bb7e742cdee09eb19827a9bc,3114,,TRUE,1
49f6820687340447ddc9324f2e9a59cc574ee1da,1057618,,FALSE,1
6fb131efcd46bff74733c8a19f1735589ce97737,1331,,TRUE,1
